id,name_ja,name_ko,name_en,name_zh_hans,name_zh_hant,grade_ja,grade_ko,grade_en,grade_zh_hans,grade_zh_hant,app_name_ja,app_name_ko,app_name_en,app_name_zh_hans,app_name_zh_hant,attribute_ja,attribute_ko,attribute_en,attribute_zh_hans,attribute_zh_hant,special_moves_ja,special_moves_ko,special_moves_en,special_moves_zh_hans,special_moves_zh_hant,profile_ja,profile_ko,profile_en,profile_zh_hans,profile_zh_hant,illustration_listed,icon_listed,illustration_url,icon_url_listed,related_ids_ja_snapshot,related_dynamic_snapshot,url_ja,url_ko,url_en,url_zh_hans,url_zh_hant,anomaly_flags
11,ロケットモン,로켓몬,Rocketmon,火箭兽,火箭獸,並,스탠다드,Standard,普,普,ロケット,로켓,Rocket,火箭,火箭,ナビ,내비,Navi,导航,導航,ロケットバースト | オーバードブースト,로켓 버스트 | 오버드 부스트,Rocket Burst | Overboost,火箭爆发 | 超限加速,火箭爆裂 | 超載噴射,高性能のロケットエンジンを持ち、凄まじい速さで飛ぶことができるアプモン。その爆発的なスピードは音速にも到達する。,고성능 로켓 엔진을 가지고 무시무시한 속도로 날 수 있는 어플몬. 그 폭발적인 속도는 음속에 도달할 정도다.,An Appmon with a high-performance rocket engine that can fly with staggering velocity. Its explosive speed even breaks the sound barrier.,因搭载了高性能的火箭发动机，从而能够展开超高速飞行的应用兽，其瞬间加速度最大可达音速。,擁有高性能的火箭引擎，能以超級快的速度飛行的APP獸。他驚人的速度更是可達音速。,True,True,https://digimon.net/cimages/appmon/img_chara_011.jpg,https://digimon.net/cimages/appmon/img_icon_011.png,86 | 21 | 83,True,https://digimon.net/appmon/detail.php?id=11,https://digimon.net/appmon_ko/detail.php?id=11,https://digimon.net/appmon_en/detail.php?id=11,https://digimon.net/appmon_zh-CHS/detail.php?id=11,https://digimon.net/appmon_zh-CHT/detail.php?id=11,ko_profile_uses_eopeulmon_not_page_title_apeumon
12,ナビモン,내비몬,Navimon,导航兽,導航獸,並,스탠다드,Standard,普,普,ナビ,내비,Navi,导航,導航,ナビ,내비,Navi,导航,導航,ナビゲーションアロー | ショックアタックマーカー,내비게이션 애로 | 쇼크 어택 마커,Navi-Arrow | Marker Attack,制导箭 | 冲击目标锁定,導航箭頭 | 震撼攻擊標記,目的地までの近道を調べ、道案内をしてくれるアプモン。両手の矢印同様まっすぐな性格で、寄り道・回り道を徹底的に嫌っている。,"목적지까지의 지름길을 찾아 길을 안내해 주는 어플몬. 양손의 화살표 모양처럼 올곧은 성격으로, 다른 곳에 들르거나 돌아서 가는 길을 싫어한다.","An Appmon that will find you the quickest route to your destination. It is as straightforward as the arrows serving as its arms, and detests detours and side trips.",该应用兽可以查找出最短路线并引导用户到达目的地。导航兽的性格就像他的那双方位标形状的手掌一样耿直，所以他十分讨厌绕远路。,能調出前往目的地的近路，並協助引導的APP獸。性格宛如雙手的箭頭一般直率，極度討厭繞遠路或順路去其他地方。,True,True,https://digimon.net/cimages/appmon/img_chara_012.jpg,https://digimon.net/cimages/appmon/img_icon_012.png,78 | 4 | 1,True,https://digimon.net/appmon/detail.php?id=12,https://digimon.net/appmon_ko/detail.php?id=12,https://digimon.net/appmon_en/detail.php?id=12,https://digimon.net/appmon_zh-CHS/detail.php?id=12,https://digimon.net/appmon_zh-CHT/detail.php?id=12,ko_profile_uses_eopeulmon_not_page_title_apeumon
13,ジェットモン,제트몬,Jetmon,喷气兽,噴射機獸,並,스탠다드,Standard,普,普,フライト,비행,Flight,航空,航班,ナビ,내비,Navi,导航,導航,ホーミングインパクト | ラプターウィング,호밍 임팩트 | 랩터 윙,Homing Impact | Raptor Wing,追踪冲击 | 迅鹰飞翼,歸航衝擊 | 猛禽之翼,管制塔やレーダーサイトにアクセスする能力を持つ、航空事情に詳しいアプモン。背中に荷物や人を乗せて飛ぶことができる。,관제탑이나 레이더 사이트에 접속하는 능력을 지닌 항공 정보에 빠삭한 어플몬. 등에 짐이나 사람을 싣고 날 수 있다.,"An Appmon that can access control towers and radar sites, and knows where every plane in the sky is. It can fly with passengers and luggage on its back.",十分精通航空运输事务的应用兽，不但能够连接并访问机场塔台及雷达站，还可以背着货物和旅客飞行。,擁有訪問塔台和雷達站的能力，對飛航情況非常了解的APP獸。可以在將人或行李載在背上飛行。,True,True,https://digimon.net/cimages/appmon/img_chara_013.jpg,https://digimon.net/cimages/appmon/img_icon_013.png,17 | 61 | 14,True,https://digimon.net/appmon/detail.php?id=13,https://digimon.net/appmon_ko/detail.php?id=13,https://digimon.net/appmon_en/detail.php?id=13,https://digimon.net/appmon_zh-CHS/detail.php?id=13,https://digimon.net/appmon_zh-CHT/detail.php?id=13,ko_profile_uses_eopeulmon_not_page_title_apeumon
14,レッシャモン,열차몬,Resshamon,列车兽,列車獸,並,스탠다드,Standard,普,普,乗換,환승,Transfer,乘车查询,轉乘,ナビ,내비,Navi,导航,導航,スイッチングレール | トレイルスラム,스위칭 레일 | 트레일 슬램,Rail Switch | Track Slam,轨道转换 | 追尾猛击,切換軌道 | 徑路撞擊,電車の運行状況に詳しいアプモン。より良い乗換情報を教えてくれる他、急ぎの時は自らを快速列車として特別運行してくれる。,열차 운행 상황을 잘 아는 어플몬. 더 좋은 환승 정보를 가르쳐줄 뿐만 아니라 급할 때는 스스로 쾌속 열차로 특별 운행을 해준다.,"An Appmon that knows which trains are delayed and which are on time. It will provide you with the most up-to-date transfer information, and when you're in a rush, offer its services as a rapid train.",对列车的运行情况了如指掌的应用兽。列车兽不但能够为用户提供最合适的换乘信息，在紧急时还可以作为高速列车载客运行。,熟知電車運行狀況的APP獸。除了會告訴更加便捷的轉乘資訊之外，趕時間時還會親自化身為快速列車並開通特別路線。,True,True,https://digimon.net/cimages/appmon/img_chara_014.jpg,https://digimon.net/cimages/appmon/img_icon_014.png,17 | 13 | 82,True,https://digimon.net/appmon/detail.php?id=14,https://digimon.net/appmon_ko/detail.php?id=14,https://digimon.net/appmon_en/detail.php?id=14,https://digimon.net/appmon_zh-CHS/detail.php?id=14,https://digimon.net/appmon_zh-CHT/detail.php?id=14,ko_profile_uses_eopeulmon_not_page_title_apeumon
15,ウェザーモン,웨더몬,Weathermon,天气兽,天氣獸,並,스탠다드,Standard,普,普,天気,날씨,Weather,天气,天氣,ナビ,내비,Navi,导航,導航,プチプチウェザー | グズグズウェザー,톡톡 웨더 | 꾸물꾸물 웨더,Bubbly Weather | Grumbly Weather,晴朗好天气 | 阴郁坏天气,雷雲蓄勢 | 陰晴不定,大気の流れを読み、天気予報をしてくれるアプモン。そのときの感情や言動に合わせ、ごく周辺の天気を変えることができる。,대기의 흐름을 읽어 일기 예보를 해주는 어플몬. 이때의 감정과 언행에 맞추어 아주 가까운 곳의 날씨를 바꿀 수 있다.,"An Appmon that will forecast the weather for you by reading atmospheric currents. Depending on what it says or how it feels, it can change the weather in its immediate vicinity.",能够感知气象变化，从而为用户预测天气的应用兽。该应用兽还可以根据用户的心情和行为在极小范围内改变天气情况。,能讀懂大氣流向預報天氣的APP獸。可依照當下的心情或言行，來改變周遭小範圍內的天氣。,True,True,https://digimon.net/cimages/appmon/img_chara_015.jpg,https://digimon.net/cimages/appmon/img_icon_015.png,11 | 83 | 18,True,https://digimon.net/appmon/detail.php?id=15,https://digimon.net/appmon_ko/detail.php?id=15,https://digimon.net/appmon_en/detail.php?id=15,https://digimon.net/appmon_zh-CHS/detail.php?id=15,https://digimon.net/appmon_zh-CHT/detail.php?id=15,ko_profile_uses_eopeulmon_not_page_title_apeumon
16,コンパスモン,컴퍼스몬,Compassmon,指南针兽,指南針獸,並,스탠다드,Standard,普,普,コンパス,나침반,Compass,指南针,指南針,ナビ,내비,Navi,导航,導航,ぐるぐるパニック | スピンディフレクション,빙글빙글 패닉 | 스핀 디플렉션,Turning Panic | Spin Deflection,疯狂转圈圈 | 旋转偏移,暈頭轉向大恐慌 | 旋轉偏差,正確無比な方位磁針を持つアプモン。近頃は活躍の機会が少なく中でも特にナビモンには強いライバル心を燃やしている。,아주 정확한 나침반을 지닌 어플몬. 최근에는 활약할 기회가 적어 어플몬 중에서도 특히 내비몬에게 강한 라이벌 의식을 불태우고 있다.,"An Appmon with a compass unparalleled in its accuracy. These days, it doesn't enjoy as many opportunities to be useful as it once did, and it especially considers Navimon a bitter rival.",身上装备着无比精确的指南针的应用兽。近年来指南兽活跃在大众面前的机会越来越少，这使得他尤其对导航兽产生了极为强烈的对抗意识。,方位指針準確無比的APP獸。近年來比較沒有表現的機會，針對導航獸有著強烈的競爭意識。,True,True,https://digimon.net/cimages/appmon/img_chara_016.jpg,https://digimon.net/cimages/appmon/img_icon_016.png,14 | 82 | 13,True,https://digimon.net/appmon/detail.php?id=16,https://digimon.net/appmon_ko/detail.php?id=16,https://digimon.net/appmon_en/detail.php?id=16,https://digimon.net/appmon_zh-CHS/detail.php?id=16,https://digimon.net/appmon_zh-CHT/detail.php?id=16,ko_profile_uses_eopeulmon_not_page_title_apeumon
17,ヤドモン,호텔몬,Yadomon,旅店兽,旅館獸,並,스탠다드,Standard,普,普,ホテル,호텔,Hotel,订房,飯店,ナビ,내비,Navi,导航,導航,グランドオープン！ | スケアリーサービス,그랜드 오픈! | 스케어리 서비스,Grand Opening | Scary Service,盛大开业！ | 惊吓服务,盛大開幕！ | 恐怖服務,条件に応じた宿泊施設を紹介してくれるアプモン。彼が背負うホテルは、セレブアプモン御用達の宿として広く知られている。,조건에 맞는 숙박 시설을 소개해 주는 어플몬. 호텔몬이 책임지는 호텔은 셀럽 어플몬이 자주 이용하는 숙박 시설로 널리 알려져 있다.,An Appmon that will find the best accommodation for your needs. The hotel on its back is famous for catering to a glamorous and well-to-do clientèle.,可以按照需求为用户提供酒店客房信息的应用兽。作为应用兽界名兽雅士们的首选，旅店兽后背上的酒店广为人知。,會根據條件介紹住宿設施的APP獸。他背上的飯店是名流APP獸認證的旅館，因而廣為人知。,True,True,https://digimon.net/cimages/appmon/img_chara_017.jpg,https://digimon.net/cimages/appmon/img_icon_017.png,13 | 16 | 8,True,https://digimon.net/appmon/detail.php?id=17,https://digimon.net/appmon_ko/detail.php?id=17,https://digimon.net/appmon_en/detail.php?id=17,https://digimon.net/appmon_zh-CHS/detail.php?id=17,https://digimon.net/appmon_zh-CHT/detail.php?id=17,ko_profile_uses_eopeulmon_not_page_title_apeumon
18,ニュースモン,뉴스몬,Newsmon,新闻兽,新聞獸,並,스탠다드,Standard,普,普,ニュース,뉴스,News,新闻,新聞,ナビ,내비,Navi,导航,導航,ゴーガイニュース | ショーゲキニュース,호외 뉴스 | 충격 뉴스,Breaking News | Shocking News,号外新闻 | 重磅新闻,號外新聞 | 衝擊新聞,特ダネニュースを世界に広めることが生き甲斐の報道マン。先見の明があるらしく、未来のことを書いたニュースもよく当たる。,특종 뉴스를 세계에 알리는 것이 삶의 보람인 보도 기자. 선견지명이 있는 듯 미래의 일을 작성한 뉴스도 자주 들어맞는다.,"A journalist that lives to spread the latest scoops throughout the world. Rumored to possess uncanny foresight, its reporting is usually right on the mark, even when it writes about future events.",作为一名新闻记者，其人生意义就是看到自己的独家新闻被全世界转播。新闻兽似乎拥有未卜先知的能力，因为他所撰写的那些有关未来的报道经常应验。,將傳播獨家新聞到全世界視為生存意義的報道員。似乎擁有先見之明，他所撰寫的未來新聞也經常成為現實。,True,True,https://digimon.net/cimages/appmon/img_chara_018.jpg,https://digimon.net/cimages/appmon/img_icon_018.png,83 | 56 | 7,True,https://digimon.net/appmon/detail.php?id=18,https://digimon.net/appmon_ko/detail.php?id=18,https://digimon.net/appmon_en/detail.php?id=18,https://digimon.net/appmon_zh-CHS/detail.php?id=18,https://digimon.net/appmon_zh-CHT/detail.php?id=18,
19,チュートモン,튜토몬,Tutomon,解说兽,解說獸,並,스탠다드,Standard,普,普,解説,해설,Commentary,解说,解說,ナビ,내비,Navi,导航,導航,フィンガーポインター | チュートリアライズ,핑거 포인터 | 튜토리어라이즈,Finger Pointer | Tutorialize,手指激光笔 | 教程化,指指點點 | 啟動教學,解説が大好きな物知りアプモン。体が小さいためなかなか姿を見つけてもらえず、周囲からは実体のない「謎の声」と思われている。,해설을 아주 좋아하는 박식한 어플몬. 몸이 작아서 좀처럼 모습을 들키지 않기에 주변에서는 실체가 없는 「수수께끼의 목소리」로 여겨진다.,"A walking dictionary of an Appmon that loves nothing more than to explain things. It can be difficult to spot because of its small size, and it is often mistaken for a mysterious, incorporeal voice.",非常喜欢讲解的应用兽，知识十分渊博。因为身材太过矮小，所以他的声音经常会被只闻其声不见其人的观众误认为“谜之声”。,知識淵博且愛好解說的APP獸。因為小小的身軀總是讓人難以找到他。經常被認為是沒有實體的「神秘聲音」。,True,True,https://digimon.net/cimages/appmon/img_chara_019.jpg,https://digimon.net/cimages/appmon/img_icon_019.png,48 | 4 | 96,True,https://digimon.net/appmon/detail.php?id=19,https://digimon.net/appmon_ko/detail.php?id=19,https://digimon.net/appmon_en/detail.php?id=19,https://digimon.net/appmon_zh-CHS/detail.php?id=19,https://digimon.net/appmon_zh-CHT/detail.php?id=19,ko_profile_uses_eopeulmon_not_page_title_apeumon
20,エムシーモン,엠시몬,Mcmon,主持兽,主持獸,並,스탠다드,Standard,普,普,実況,실황,Broadcasting,直播,實況,ナビ,내비,Navi,导航,導航,ソウルシャウト | ジッキョークライシス,소울 샤우트 | 실황 크라이시스,Soul Shout | Let's Play,灵魂喊麦 | 直播危机,靈魂吶喊 | 實況危機,実況に魂を注ぐ喋りの天才。彼の熱い実況を受けると、どんなにやる気のない対象も普段以上のパワーを発揮できる。,실황에 혼을 담는 수다의 천재. 엠시몬의 열정적인 실황을 보면 아무리 의욕이 없는 대상도 평소보다 더 힘을 발휘할 수 있다.,"A motor-mouth that always brings its A game to live coverage. No matter how mundane the task, its impassioned play-by-play commentary is just the motivation its targets need to give it their all.",将自己的整个灵魂都倾注到了直播工作中去的天才。只要收看到主持兽那充满了激情的直播，再萎靡不振的观众也能爆发出高于自身平时水平的力量。,將靈魂注入實況轉播的說話天才。觀看他熱情的實況轉播後，不論是多沒幹勁的人都能發揮出超越平時的力量。,True,True,https://digimon.net/cimages/appmon/img_chara_020.jpg,https://digimon.net/cimages/appmon/img_icon_020.png,50 | 22 | 54,True,https://digimon.net/appmon/detail.php?id=20,https://digimon.net/appmon_ko/detail.php?id=20,https://digimon.net/appmon_en/detail.php?id=20,https://digimon.net/appmon_zh-CHS/detail.php?id=20,https://digimon.net/appmon_zh-CHT/detail.php?id=20,
21,キャメラモン,카메라몬,Cameramon,摄影兽,攝影獸,並,스탠다드,Standard,普,普,カメラ,카메라,Camera,照相,相機,ツール,툴,Tool,工具,工具,キリングシャッター | スパイフォーカス,킬링 셔터 | 스파이 포커스,Killing Shutter | Spy Focus,致命快门 | 隐秘聚焦,殺戮快門 | 間諜焦距,全身のレンズで死角なくターゲットを捉える、凄腕のカメラマン。監視カメラにアクセスし、密かに町中を監視する能力を持つ。,온몸에 있는 렌즈로 반드시 타깃을 포착하는 뛰어난 카메라맨. CCTV에 접속해 몰래 시내를 감시하는 능력을 지녔다.,A highly skilled camera operator that uses the lenses covering its body to capture its subjects from every angle. It can also access surveillance cameras to secretly monitor the whole town.,擅长利用全身上下的镜头无死角地抓拍对象的精英摄影师，可以将自身连接至监控摄像头并由此秘密监视整个城市。,使用全身的鏡頭無死角捕捉目標，是精明能幹的攝影師。擁有訪問監視器並暗中監視城市的能力。,True,True,https://digimon.net/cimages/appmon/img_chara_021.jpg,https://digimon.net/cimages/appmon/img_icon_021.png,11 | 86 | 110,True,https://digimon.net/appmon/detail.php?id=21,https://digimon.net/appmon_ko/detail.php?id=21,https://digimon.net/appmon_en/detail.php?id=21,https://digimon.net/appmon_zh-CHS/detail.php?id=21,https://digimon.net/appmon_zh-CHT/detail.php?id=21,
22,レコモン,레코몬,Recomon,录音兽,錄音獸,並,스탠다드,Standard,普,普,録音,녹음,Recording,录音,錄音,ツール,툴,Tool,工具,工具,アブソープインタビュー | スラックマイク,앱솔브 인터뷰 | 슬랙 마이크,Absorbing Interview | Slack Mic,鲸吞式采访 | 松弛麦克风,吸收採訪 | 鬆弛麥克風,対象の出す音や言葉を記録する能力を持つアプモン。非常にマメな性質で、特に重要ではない会話でもすぐに録音してしまう。,대상이 내는 소리나 말을 기록하는 능력을 지닌 어플몬. 굉장히 부지런한 성격으로 딱히 중요하지 않은 대화도 바로 녹음해 버린다.,"An Appmon that can record every word and sound its targets make. Overly dedicated to its craft, it's especially quick to record completely useless information.",录音兽可以将对象的讲话和发出的声音记录下来。该应用兽性格十分严谨认真，即使对话的内容并不是特别重要，他也会立刻开始录音。,能將對象發出的聲音或說出的話記錄下來的APP獸。相當認真，即使是毫不重要的對話內容也會馬上錄音。,True,True,https://digimon.net/cimages/appmon/img_chara_022.jpg,https://digimon.net/cimages/appmon/img_icon_022.png,100 | 50 | 54,True,https://digimon.net/appmon/detail.php?id=22,https://digimon.net/appmon_ko/detail.php?id=22,https://digimon.net/appmon_en/detail.php?id=22,https://digimon.net/appmon_zh-CHS/detail.php?id=22,https://digimon.net/appmon_zh-CHT/detail.php?id=22,ko_profile_uses_eopeulmon_not_page_title_apeumon
23,カリキュモン,칼큐몬,Calcumon,计算兽,計算獸,並,스탠다드,Standard,普,普,電卓,전자계산기,Calculator,计算器,計算機,ツール,툴,Tool,工具,工具,カウントレーザー | ディバイドアーム,카운트 레이저 | 디바이드 암,Counting Laser | Division Arm,计数激光 | 分割铁臂,計算雷射 | 手臂分離,計算が得意なアプモン。どんなに難しい計算式に対しても、体の計算機を操って一瞬で答えを出してしまう。,계산이 특기인 어플몬. 아무리 어려운 계산식도 몸의 계산기를 조작해 순식간에 답을 낸다.,"An Appmon that specializes in calculations. No matter how difficult the calculation, it can operate the calculator that doubles as its body to give you the answer in an instant.",擅长计算的应用兽，无论面对多么复杂的算式，计算兽都能利用身上的计算器瞬间给出答案。,擅長計算的APP獸。不論是多麼困難的計算公式，都能操作身上的計算機瞬間得出答案。,True,True,https://digimon.net/cimages/appmon/img_chara_023.jpg,https://digimon.net/cimages/appmon/img_icon_023.png,34 | 94 | 92,True,https://digimon.net/appmon/detail.php?id=23,https://digimon.net/appmon_ko/detail.php?id=23,https://digimon.net/appmon_en/detail.php?id=23,https://digimon.net/appmon_zh-CHS/detail.php?id=23,https://digimon.net/appmon_zh-CHT/detail.php?id=23,ko_profile_uses_eopeulmon_not_page_title_apeumon
24,ゴミモン,트래쉬몬,Gomimon,垃圾兽,垃圾獸,並,스탠다드,Standard,普,普,ごみ箱,쓰레기통,Trashbin,回收站,垃圾桶,ツール,툴,Tool,工具,工具,ダストハント | トラッシュボム,더스트 헌트 | 트래쉬 봄,Dust Hunt | Trash Bomb,尘埃掌 | 废物炸弹,灰塵狩獵 | 垃圾炸彈,不要なデータを消去してくれる、処分が大好きなアプモン。放っておくと必要なデータまで捨ててしまうため、扱いには注意が必要。,불필요한 데이터를 지워주는 처분을 아주 좋아하는 어플몬. 내버려두면 필요한 데이터까지 버리므로 주의해서 다뤄야 한다.,"An Appmon that will delete your unwanted data with gusto. When left to its own devices, it will even trash your important data, so always exercise due caution.",非常喜欢处理废弃物的应用兽，可以为用户删除其不再需要的数据。如果放任不管，该应用兽可能会同时删除有用的数据，因此在利用时需要特别小心。,會幫你清除不需要的數據，最喜歡刪除的APP獸。放任不管的話連有用處的數據都被刪除，因此相處時要多加注意。,True,True,https://digimon.net/cimages/appmon/img_chara_024.jpg,https://digimon.net/cimages/appmon/img_icon_024.png,40 | 87 | 39,True,https://digimon.net/appmon/detail.php?id=24,https://digimon.net/appmon_ko/detail.php?id=24,https://digimon.net/appmon_en/detail.php?id=24,https://digimon.net/appmon_zh-CHS/detail.php?id=24,https://digimon.net/appmon_zh-CHT/detail.php?id=24,ko_profile_uses_eopeulmon_not_page_title_apeumon
25,ミラーモン,미러몬,Mirrormon,镜面兽,鏡子獸,並,스탠다드,Standard,普,普,ミラー,거울,Mirror,镜子,鏡子,ツール,툴,Tool,工具,工具,キャプチャーミラー | ミラーズリベンジ,캡처 미러 | 미러스 리벤지,Image Capture | Mirror's Revenge,截取镜 | 魔镜复仇,俘虜之鏡 | 復仇之鏡,体に真実を映す鏡を持つアプモン。一切の歪みを持たない美しい鏡面は、時に敵の攻撃を反射するほどに磨きあげられている。,몸에 진실을 비추는 거울을 지닌 어플몬. 조금도 일그러지지 않은 아름다운 거울의 표면은 때때로 적의 공격을 반사할 정도로 반들반들하게 닦여 있다.,An Appmon with a mirror for a body that reflects things as they truly are. Its flawlessly beautiful mirror is so highly polished that it can even reflect enemy attacks.,该应用兽的身上，嵌着一面可以映出真相的镜子。镜子被擦拭得无比干净，没有一丝瑕疵的镜面有时甚至能够反射敌人的攻击。,身體上的鏡子能映照出真相的APP獸。不帶有絲毫扭曲的鏡面被打磨到時而可以反射敵人的攻擊。,True,True,https://digimon.net/cimages/appmon/img_chara_025.jpg,https://digimon.net/cimages/appmon/img_icon_025.png,90 | 72 | 39,True,https://digimon.net/appmon/detail.php?id=25,https://digimon.net/appmon_ko/detail.php?id=25,https://digimon.net/appmon_en/detail.php?id=25,https://digimon.net/appmon_zh-CHS/detail.php?id=25,https://digimon.net/appmon_zh-CHT/detail.php?id=25,ko_profile_uses_eopeulmon_not_page_title_apeumon
26,ライトモン,라이트몬,Lightmon,灯光兽,照明獸,並,스탠다드,Standard,普,普,ライト,조명,Light,手电筒,照明,ツール,툴,Tool,工具,工具,ブラインドフラッシュ | シャイニングボディ,블라인드 플래시 | 샤이닝 보디,Blinding Flash | Shining Body,致盲爆闪 | 圣光神躯,盲目一閃 | 閃光之軀,周囲を照らし出す能力を持つアプモン。光の輝きと体力が密に連動しているため、点滅時には早めに電球を交換してやるのが吉。,주위를 비추어 드러내는 능력을 지닌 어플몬. 빛의 밝기와 체력이 밀접한 관련이 있으므로 점멸 시 빨리 전구를 바꿔주는 것이 좋다.,"An Appmon that can illuminate its surroundings. Since its brightness is closely tied to its stamina, it's always a good idea to change its bulb after each flash.",可以发光照亮周围的应用兽。光线的亮度与该应用兽的体力高度相关，若出现闪烁等情况应及时更换灯泡。,擁有照亮周圍能力的APP獸。他的亮光與體力有著密切關係，當他開始閃爍時最好盡快更換燈泡。,True,True,https://digimon.net/cimages/appmon/img_chara_026.jpg,https://digimon.net/cimages/appmon/img_icon_026.png,97 | 56 | 52,True,https://digimon.net/appmon/detail.php?id=26,https://digimon.net/appmon_ko/detail.php?id=26,https://digimon.net/appmon_en/detail.php?id=26,https://digimon.net/appmon_zh-CHS/detail.php?id=26,https://digimon.net/appmon_zh-CHT/detail.php?id=26,ko_profile_uses_eopeulmon_not_page_title_apeumon
27,ウォッチモン,워치몬,Watchmon,手表兽,手錶獸,並,스탠다드,Standard,普,普,時計,시계,Watch,时钟,時鐘,ツール,툴,Tool,工具,工具,アラームホールド | ミニッツスピアー,알람 홀드 | 미닛 스피어,Alarm Hold | Minute Spear,闹铃暂停 | 分针长枪,持續鬧鈴 | 分秒之矛,体内に正確な時計を持っているアプモン。すべての予定を秒刻みで行うなど、時間の話には非常にうるさい性格をしている。,체내에 정확한 시계를 지닌 어플몬. 모든 일정을 초 단위로 수행하는 등 시간에 관한 이야기에는 매우 잔소리가 많은 성격이다.,"An Appmon with a highly accurate clock for a body. Incredibly fastidious when it comes to matters of time, it will schedule appointments to the precise second.",体内藏有计时器的应用兽，其走时十分准确。该应用兽非常注重“按时守时”，甚至连他所有的行程安排都是精确到秒的。,體內擁有精準時鐘的APP獸。所有的預定都以秒為單位來執行等等，有著對時間非常講究的性格。,True,True,https://digimon.net/cimages/appmon/img_chara_027.jpg,https://digimon.net/cimages/appmon/img_icon_027.png,29 | 84 | 38,True,https://digimon.net/appmon/detail.php?id=27,https://digimon.net/appmon_ko/detail.php?id=27,https://digimon.net/appmon_en/detail.php?id=27,https://digimon.net/appmon_zh-CHS/detail.php?id=27,https://digimon.net/appmon_zh-CHT/detail.php?id=27,ko_profile_uses_eopeulmon_not_page_title_apeumon
28,ダイアリモン,다이어리몬,Diarimon,日记兽,日記獸,並,스탠다드,Standard,普,普,日記帳,일기장,Diary,日记本,日記本,ツール,툴,Tool,工具,工具,オペレートログ | ロストダイアリー,오퍼레이트 로그 | 로스트 다이어리,Operation Log | Lost Diary,操作记录 | 失落日志,操作紀錄 | 日記遺失,顔の日記帳に、対象の生活や行動をすべて記録しているアプモン。内容を書き換えることで、対象の記憶を改ざんする能力を持つ。,얼굴의 일기장에 대상의 생활과 행동을 모두 기록하는 어플몬. 내용을 고쳐 써서 대상의 기억을 조작하는 능력을 지녔다.,An Appmon that logs every detail about its targets' lives and activities in the diary that serves as its head. It can even alter its targets' memories by overwriting them.,该应用兽会将对象的生活及行为事无巨细地记录到面部的日记本中，并且他还拥有通过重写内容来篡改对象记忆的能力。,會將對象的生活或行動全都記錄在臉部日記本中的APP獸。擁有透過改寫日記內容來竄改對象記憶的能力。,True,True,https://digimon.net/cimages/appmon/img_chara_028.jpg,https://digimon.net/cimages/appmon/img_icon_028.png,63 | 29 | 95,True,https://digimon.net/appmon/detail.php?id=28,https://digimon.net/appmon_ko/detail.php?id=28,https://digimon.net/appmon_en/detail.php?id=28,https://digimon.net/appmon_zh-CHS/detail.php?id=28,https://digimon.net/appmon_zh-CHT/detail.php?id=28,ko_profile_uses_eopeulmon_not_page_title_apeumon
29,カレンダモン,캘린더몬,Calendamon,日历兽,日曆獸,並,스탠다드,Standard,普,普,カレンダー,캘린더,Calendar,日历,日曆,ツール,툴,Tool,工具,工具,スティールプラン | ミスティックホリデー,스틸 플랜 | 미스틱 홀리데이,Steal Plan | Mystic Holiday,偷窃计划 | 神秘假日,盜取計畫 | 神秘假日,あらゆる予定を管理しているアプモン。把握している情報は、大事な会議の日程からスーパーのタイムサービスのことまでさまざま。,모든 스케줄을 관리하는 어플몬. 파악하고 있는 정보는 중요한 회의의 일정부터 슈퍼의 할인 시간까지 다양하다.,"An Appmon that manages all kinds of plans. The information it tracks ranges from the dates of important meetings to limited-time offers at supermarkets, and everything in between.",管理着各种计划的应用兽。从重要会议的日程安排到超市打折的时间段，各种各样的信息都被牢牢地掌握在日历兽的手中。,管理著一切預定的APP獸。從重要的會議日期，到超市的折價時段，各式各樣的情報都在他的掌握之中。,True,True,https://digimon.net/cimages/appmon/img_chara_029.jpg,https://digimon.net/cimages/appmon/img_icon_029.png,84 | 38 | 95,True,https://digimon.net/appmon/detail.php?id=29,https://digimon.net/appmon_ko/detail.php?id=29,https://digimon.net/appmon_en/detail.php?id=29,https://digimon.net/appmon_zh-CHS/detail.php?id=29,https://digimon.net/appmon_zh-CHT/detail.php?id=29,ko_profile_uses_eopeulmon_not_page_title_apeumon
